"priref","term","termbeschrijving"
"63663","limoen (vrucht)","Algemene term voor een aantal verschillende citrusvruchten, zowel zuivere soorten als hybriden, die meestal rond en groen tot geelachtig groen van kleur zijn. Ze bevatten zuur vruchtvlees dat zoeter is dan dat van citroenen en zijn meestal kleiner dan citroenen."
"63664","mandarijn (vrucht)",""
"63665","moerbei (vrucht)",""
"63666","noot (plantonderdeel)","In het algemeen wordt de term gebruikt voor droge vruchten met stevige, olierijke zaden die door een harde of leerachtige schil worden omhuld die van de vruchtwand of het zaadvlies is gevormd. Meer specifiek duidt de benaming op vruchten waarvan de zaden door een harde, houten vruchtwand worden omhuld die niet openspringt als de zaden rijp zijn."
"63667","olijf (vrucht)","Ovalen steenvrucht van de olijfboom. De eetbare olijf wordt sinds ongeveer 3500 v.Chr. gekweekt, voornamelijk in warme klimaten. Er zijn honderden benoemde soorten."
"63668","papaja (vrucht)",""
"63669","peer (vrucht)",""
"63670","perzik (vrucht)","Verwijst naar de grote, ronde, sappige vrucht met één pit, afkomstig van een vrij kleine boom die behoort tot het genus Prunus persica, welke oorspronkelijk uit China zou komen, en die in warmere streken overal ter wereld wordt gekweekt. De vrucht heeft een geelroze kleur en een donzige schil met een roodachtig gele kleur."
"63671","pit (vruchtonderdeel)",""
"63673","pompelmoes (vrucht)",""
"63674","pruim (vrucht)","Steenvrucht van verschillende bomen van het geslacht Prunus. De pruim heeft meestal een rode, paarse of gele schil en een poederachtige bloesem als hij rijp is."
"63675","rozenbottel (vrucht)",""
"63676","sinaasappel (vrucht)",""
"63678","vijg (vrucht)",""
"63681","rozenfamilie (guideterm)","rosaceae"
"63682","bosaardbei","fragaria vesca"
"63683","aardbeienpot",""
"63685","aardbei","fragaria"
"63688","hemellichaam","In algemene zin, natuurlijke objecten die buiten onze aarde en aardatmosfeer voorkomen, met inbegrip van de maan en andere planeten in dit zonnestelsel. In specifieke zin verwijst de term naar natuurlijke objecten van buitenaardse oorsprong, zoals kometen of andere meteoroïden die de aardatmosfeer binnendringen of op het aardoppervlak neerstorten."
"63689","god (mannelijk)","Mannelijke bovennatuurlijke personen of andere wezens die worden aanbeden en van wie wordt verondersteld dat ze invloed hebben op de natuur en het wel en wee van de mensheid."
"63690","planeet","In algemene zin is een planeet een betrekkelijk groot natuurlijk lichaam dat een baan rond de zon of een andere ster beschrijft en geen energie afkomstig van inwendige kernfusiereacties uitstraalt; een natuurlijk object dat een baan beschrijft rond een ster die geen bruine dwerg is maar groter is dan een asteroïde. In specifieke zin beantwoordt een planeet aan de volgende definitie: een object dat een baan rond de zon beschrijft, groot genoeg is om een ronde vorm te hebben gekregen door de krachten van de eigen zwaartekracht, en met een overheersende plaats in het gebied rond de beschreven baan."
"63691","natuur","Te gebruiken voor het concept van de fysieke wereld, inclusief de krachten die daarin aan het werk zijn en het niet-menselijk leven dat zich erin bevindt, door mensen waargenomen als gescheiden en onafhankelijk van henzelf, hun activiteiten en beschaving. Gebruik 'milieu's (objectgroepen)' voor verzamelingen van fysieke dingen, toestanden en invloeden die bepaalde organismen of gemeenschappen van organismen omringen en beïnvloeden. Gebruik 'ecologie' voor de tak van van de biologie, die zich bezighoudt met de verbanden en de wisselwerking tussen organismen en hun leefomgeving."
"63692","aarde (klassiek element)",""
"63693","lucht (klassiek element)",""
"63694","vuur (klassiek element)",""
"63695","water (anorganisch materiaal)","Een vloeistof die bestaat uit moleculen van waterstof en zuurstof in een verhouding van 2 tot 1. In pure vorm is het kleur-, smaak- en reukloos. Het kan in gasvormige, vloeibare en vaste staat voorkomen. Op kamertemperatuur is het een vloeistof. Het is de vloeistof waaruit zeeën, meren en rivieren bestaan en die valt in de vorm van regen. Water is een van de meest overvloedige en essentiële verbindingen. Zonder water kan geen leven bestaan en het komt voor in vrijwel elk proces dat zich in de planten- en dierenwereld voltrekt. Een van de belangrijkste eigenschappen is de mogelijkheid om andere stoffen op te lossen. De veelzijdigheid van water als oplosmiddel is van essentieel belang voor levende organismen. De term 'water' wordt meestal gebruikt om te verwijzen naar de vloeibare vorm van deze verbinding. Gebruik 'ijs' en 'waterdamp' voor respectievelijk de vaste vorm en de gasvorm."
"63696","prunus (guideterm)",""
"63697","abrikozentak",""
"63699","lorgnet","Type of eyeglasses, often more decorative than functional, hand-held to the eye and usually mounted on a long ornamental handle."
"63700","monocle","Ooglenzen die bestaan uit één lens, zonder neusstuk of montuur, en worden gebruikt om het gebrek aan zicht in één oog te compenseren."
"63701","gezicht (zintuig)","Het vermogen tot waarnemen met de ogen."
"63702","uilen (guideterm)","Strigiformes"
"63703","bril","Brillen die op hun plaats worden gehouden door zijstukken die over de oren worden geplaatst."
"63704","bolhoed","Harde, vilten herenhoeden met ronde bol en een smalle rand die lichtelijk naar binnen is gerold."
"63705","hoed in de hand",""
"63706","hoed met veren",""
"63707","hoge hoed","Hoge cilindervormige hoeden met een harde rand die licht gebogen is aan de zijkanten die vooral bij officiële gelegenheden worden gedragen door mannen."
"63708","kardinaalshoed","Rode, breedgerande, aan weerszijden met 15 rode kwasten versierde hoeden, een der tekenen van waardigheid van een kardinaal."
"63709","luifelhoed","Slappe hoeden die meestal onder de kin worden vastgestrikt, een luifel aan de voorkant hebben en die in de 19e eeuw door vrouwen werden gedragen. Tegenwoordig als muts door kinderen gedragen."
"63710","strohoed","Hats made of plaited or woven straw and having a wide brim to protect the wearer from the sun."
"63712","hoed","Voorgevormde hoofddeksels met een rand en een bol, of één van beide."
"63713","schat (objectgenre)","Dingen die worden gewaardeerd en bewaard als kostbaar, rijkdom die wordt opgeslagen of verzameld, vooral in de vorm van edele metalen of geld."
"63714","goudsmid","Metaalbewerkers die zijn gespecialiseerd in het maken van objecten van goud, in het bijzonder sieraden en tafelgerei."
"63715","juwelenkistje","Kleine doosjes voor het bewaren van juwelen, waardevolle zaken of kleine voorwerpen; meestal van hout of metaal en vaak versierd."
"63716","sieraad","Ornamenten zoals armbanden, halskettingen en ringen van edele of halfedele materialen die voor de sier op het lichaam worden gedragen; ook soortgelijke artikelen die worden gedragen voor godsdienstige doeleinden of rouwbetuiging."
"63719","masker","Bedekkingen voor het hele gezicht of gedeelten ervan, meestal met openingen voor de ogen en soms de mond; worden gedragen om de identiteit van de drager te verbergen of te veranderen of ter bescherming."
"63720","aktentas","Platte, flexibele rechthoekige houders met een handvat die worden gebruikt worden voor het vervoeren van boeken, papieren en dergelijke, vaak vervaardigd van leer. Voor platte, harde, vierkante houders wordt 'diplomatenkoffertje' gebruikt."
"63721","handtas","Tassen met een onbuigzaam bovenframe en één of andere knipsluiting."
"63723","schooltas","Tassen die voornamelijk gebruikt worden voor het dragen van schoolboeken en andere schoolspullen."
"63724","sporran","Buideltassen die worden gebruikt als tasje en middenvoor aan een riem hangen. Wordt vooral gebruikt met betrekking tot buidels die bij de authentieke klederdracht in de Schotse Hooglanden worden gedragen."
"63725","zadeltas","Zadeltassen van leer of stof, die aan een kant van een zadel hangen of over de rug van het paard achter het zadel gelegd worden en meestal onderdeel van een paar zijn, verbonden door een band of een riem. Tevens soortgelijke tassen die aan weerskanten van het achterwiel van een fiets, motorfiets en dergelijke hangen."
"63726","tas (kledingaccessoire)","Zachte of onbuigzame accessoires voor het dragen van persoonlijke artikelen, vaak met een trekkoordsluiting. Gebruik 'handtassen' voor tassen met een vast frame en knipsluiting."
"63727","gesloten waaier",""
"63728","veren waaier",""
"63729","waaier (kledingaccessoire)","Draagbare uitrusting die wordt gebruikt voor het produceren van een luchtstroom of die uitsluitend dient als decoratieve accessoire. Kan zowel onbuigbaar als inklapbaar zijn."
"63730","wandelaar","Persoon die wandelt."
"63731","wandelstok","Stokken die in de hand worden gehouden en steun bieden bij het lopen, met name een stijlvol en vaak ook een ornamenteel onderdeel voor het maken van een wandeling."
"63732","agrafe (sluithaakje)","Sluithaakjes, vaak rijkelijk versierd, in de vorm van een haak vastgenaaid aan de ene kant van een kledingstuk of wapenuitrusting, die kan worden vastgemaakt aan een lus of ring die is vastgenaaid aan de andere kant."
"63733","aker (kledingversiersel)","Kanten kwastje aan het uiteinde van de sluitkoorden van een kraag; soms aan de afhangende punten van de platte kraag."
"63734","bretels","Twee steunbanden van elastiek, leer of stof die over de schouders heen worden gedragen en bij de taille worden vastgemaakt aan een broek, een rok of een riem."
"63735","ceintuur (vrouwenriem)",""
"63736","das (kledingaccessoire)","Algemene term voor doeken in diverse vormen die om de hals worden gedragen."
"63737","dasspeld","Sierspelden die met een grote verscheidenheid aan decoratieve knoppen worden gemaakt; de punt steekt door een stropdas en een overhemd, zodat ze aan elkaar vast zitten, en wordt aan de achterzijde gesloten met een sluiting of knoop."
"63738","gesp (bevestigingsmiddel)","Instrumenten die worden gebruikt ter bevestiging en soms ter decoratie; bestaan uit een ring van meestal metaal, bedekt of onbedekt, en een of meer tanden, tongen of pallen."
"63739","haarversiering","Term die algemeen wordt gebruikt voor diverse siervoorwerpen zoals haarspelden en -kammen, gedragen door mannen en vrouwen."
"63740","handschoen","Bedekkingen voor de hand die iedere vinger apart omsluiten en soms doorlopen tot over de pols en arm."
"63741","sierketting","Vaak decoratieve kettingen die bevestigd zijn aan een horloge of ander object dat in het horlogezakje wordt gedragen. Ze kunnen ook bevestigd zijn aan een ander decoratief ornament."
"63743","mof","Kokervormige bedekkingen voor de handen die vaak aan beide uiteinden open zijn en die ter verwarming gedragen worden."
"63745","paraplu","Draagbare, vaak waterafstotende kappen die bestaan uit een frame met scharnierende baleinen die straalsgewijs aan een stok met een handvat vastzitten, en die worden gebruikt als bescherming tegen het weer."
"63746","parasol","Kleine paraplu's die als zonnescherm worden gebruikt of gewoon als modieus accessoire worden meegedragen."
"63747","pochet","Small handkerchiefs kept in the pocket of a formal jacket as a decorative accessory."
"63748","regalia","Emblemen, symbolen of attributen als onderscheidingsteken van vorstelijke macht of van de staat als diens opvolger. Term in het Engels en Amerikaans breder, ook voor bepaalde andere hoge instanties, rangen of orden, gebruikt."
"63749","riem (kledingaccessoire)","Buigzame banden die rond het middel of de heupen worden gedragen en meestal een soort sluiting hebben, bijvoorbeeld een gesp. Worden gedragen ter decoratie, steun of om geld, documenten of dergelijke te bevatten."
"63750","ruche","Geplooide en gerimpelde stroken doorgaans in dezelfde stof als het kledingstuk waaraan ze zijn toegevoegd, bijvoorbeeld een japon, onderrok of tabier, of sjaal, in de vorm van een rechte strook of guirlande."
"63751","sjaal","Zware sjaals die om de hals worden gedragen, soms gemodelleerd en voorzien van een sluiting."
"63752","sjerp (kledingaccessoire)","Lange banden of repen stof die om het middel, de borst of de heupen worden gewikkeld en vastgemaakt; zonder sluitingen."
"63753","stola (overkleding)","Sjaalachtige stroken van stof of bont die losjes rond de nek worden gedragen, waarbij men de uiteinden aan de voorzijde laat hangen. Gebruik 'lamfers' voor lange verlengstukken van een capuchon in de vorm van buisjes."
"63754","kledingstrik",""
"63755","schoen","Schoeisel met een relatief stijve zool en hak dat gewoonlijk de voet tot op of onder het enkelgewricht bedekt."
"63756","vorst (titel)","Absolute heersers van soevereine staten, gewoonlijk door erfopvolging. De term wordt in het algemeen gebruikt als vervanging van de specifieke titel van de soeverein, bijvoorbeeld 'koning', 'koningin' of 'keizer'."
"63757","aristocraat","Leden van de aristocratie, belangrijke leden van de heersende oligarchie of van een patriciërsorde, of edelen."
"63758","keizer","Heersers of hoogste monarchen van een imperium, een politieke eenheid die bestaat uit een aantal territoria of naties en die wordt geregeerd door één oppermachtige autoriteit. Vaak wordt de term alleen gebruikt om te verwijzen naar dergelijke heersers in bepaalde delen van de wereld, zoals in het oude Romeinse keizerrijk, het vroegchristelijke Romeinse keizerrijk en de keizerrijken van Oostenrijk-Hongarije, China, Japan, Marokko, India, Klein-Azië en Duitsland. In andere delen van de wereld hebben de heersers van conglomeraties van politieke staten doorgaans andere titels. De term 'keizers' verwijst altijd naar mannen, terwijl 'keizerinnen' altijd naar vrouwelijke heersers verwijst."
